source_url,action,target_url,reason,clicks_90d,impressions_90d,position_90d,confidence
https://zqremovals.au/removalists-pennington/,301,https://zqremovals.au/removalists-adelaide/,Low-value suburb page (0 impr) -> unmapped hub,0,0,0.0,VERIFY-GEO
https://zqremovals.au/removalists-fulham/,301,https://zqremovals.au/removalists-adelaide/,Low-value suburb page (0 impr) -> unmapped hub,0,0,0.0,VERIFY-GEO
https://zqremovals.au/removalists-kidman-park/,301,https://zqremovals.au/removalists-adelaide/,Low-value suburb page (0 impr) -> unmapped hub,0,0,0.0,VERIFY-GEO
https://zqremovals.au/removalists-birkenhead/,301,https://zqremovals.au/removalists-adelaide/,Low-value suburb page (0 impr) -> unmapped hub,0,0,0.0,VERIFY-GEO
https://zqremovals.au/removalists-seaton-south/,301,https://zqremovals.au/removalists-adelaide/,Low-value suburb page (0 impr) -> unmapped hub,0,0,0.0,VERIFY-GEO
https://zqremovals.au/removalists-locksley/,301,https://zqremovals.au/removalists-adelaide/,Low-value suburb page (0 impr) -> unmapped hub,0,0,0.0,VERIFY-GEO
https://zqremovals.au/removalists-woodville-gardens/,301,https://zqremovals.au/removalists-adelaide/,Low-value suburb page (0 impr) -> unmapped hub,0,0,0.0,VERIFY-GEO
https://zqremovals.au/removalists-myrtle-bank/,301,https://zqremovals.au/removalists-adelaide/,Low-value suburb page (0 impr) -> unmapped hub,0,0,0.0,VERIFY-GEO
https://zqremovals.au/removalists-payneham/,301,https://zqremovals.au/removalists-adelaide/,Low-value suburb page (0 impr) -> unmapped hub,0,0,0.0,VERIFY-GEO
https://zqremovals.au/removalists-allenby-gardens/,301,https://zqremovals.au/removalists-adelaide/,Low-value suburb page (0 impr) -> unmapped hub,0,0,0.0,VERIFY-GEO
